,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
7820,London (1948),1948,Weightlifting,Weightlifting,Mahmoud Fayad,EGY,Men,56 - 60kg total (featherweight) men,Gold,1.0,0.0,0.0
7821,London (1948),1948,Weightlifting,Weightlifting,Rodney Adolphus Wilkes,TRI,Men,56 - 60kg total (featherweight) men,Silver,0.0,1.0,0.0
7822,London (1948),1948,Weightlifting,Weightlifting,Jafar Mohammad Salmassi,IRI,Men,56 - 60kg total (featherweight) men,Bronze,0.0,0.0,1.0
7823,London (1948),1948,Boxing,Boxing,Ernesto Formenti,ITA,Men,54 - 58kg (featherweight) men,Gold,1.0,0.0,0.0
7824,London (1948),1948,Boxing,Boxing,Dennis Shepherd,RSA,Men,54 - 58kg (featherweight) men,Silver,0.0,1.0,0.0
7825,London (1948),1948,Boxing,Boxing,Aleksy Antkiewicz,POL,Men,54 - 58kg (featherweight) men,Bronze,0.0,0.0,1.0
7826,London (1948),1948,Wrestling,Wrestling Freestyle,Nazuh Akar,TUR,Men,52 - 57kg (bantamweight) men,Gold,1.0,0.0,0.0
7827,London (1948),1948,Wrestling,Wrestling Greco-Romano,Kurt Petersen,SWE,Men,52 - 57kg (bantamweight) men,Gold,1.0,0.0,0.0
7828,London (1948),1948,Wrestling,Wrestling Freestyle,Gerald Grant Leeman,USA,Men,52 - 57kg (bantamweight) men,Silver,0.0,1.0,0.0
7829,London (1948),1948,Wrestling,Wrestling Greco-Romano,Mahmoud Hassan ali,EGY,Men,52 - 57kg (bantamweight) men,Silver,0.0,1.0,0.0
7830,London (1948),1948,Wrestling,Wrestling Freestyle,Charles Kouyos,FRA,Men,52 - 57kg (bantamweight) men,Bronze,0.0,0.0,1.0
7831,London (1948),1948,Wrestling,Wrestling Greco-Romano,Halil Kaya,TUR,Men,52 - 57kg (bantamweight) men,Bronze,0.0,0.0,1.0
7832,London (1948),1948,Boxing,Boxing,Tibor Csik,HUN,Men,51 - 54kg (bantamweight) men,Gold,1.0,0.0,0.0
7833,London (1948),1948,Boxing,Boxing,Gianbattista Zuddas,ITA,Men,51 - 54kg (bantamweight) men,Silver,0.0,1.0,0.0
7834,London (1948),1948,Boxing,Boxing,Juan E. Venegas,PUR,Men,51 - 54kg (bantamweight) men,Bronze,0.0,0.0,1.0
7835,London (1948),1948,Shooting,Shooting,Arthur Edwin Cook,USA,Men,50m rifle prone (60 shots) men,Gold,1.0,0.0,0.0
7836,London (1948),1948,Shooting,Shooting,Walter Tomsen,USA,Men,50m rifle prone (60 shots) men,Silver,0.0,1.0,0.0
7837,London (1948),1948,Shooting,Shooting,Jonas Jonsson,SWE,Men,50m rifle prone (60 shots) men,Bronze,0.0,0.0,1.0
7838,London (1948),1948,Shooting,Shooting,Edwin Vasquez cam,PER,Men,50m pistol (60 shots) men,Gold,1.0,0.0,0.0
7839,London (1948),1948,Shooting,Shooting,Rudolf Schnyder,SUI,Men,50m pistol (60 shots) men,Silver,0.0,1.0,0.0
7840,London (1948),1948,Shooting,Shooting,Torsten Ullman,SWE,Men,50m pistol (60 shots) men,Bronze,0.0,0.0,1.0
7841,London (1948),1948,Athletics,Athletics,John Artur Ljunggren,SWE,Men,50km walk men,Gold,1.0,0.0,0.0
7842,London (1948),1948,Athletics,Athletics,Gaston Godel,SUI,Men,50km walk men,Silver,0.0,1.0,0.0
7843,London (1948),1948,Athletics,Athletics,Terence Lloyd Johnson,GBR,Men,50km walk men,Bronze,0.0,0.0,1.0
7844,London (1948),1948,Athletics,Athletics,Gaston Etienne Reiff,BEL,Men,5000m men,Gold,1.0,0.0,0.0
7845,London (1948),1948,Athletics,Athletics,Emil Zatopek,TCH,Men,5000m men,Silver,0.0,1.0,0.0
7846,London (1948),1948,Athletics,Athletics,Willem Slijkhuis,NED,Men,5000m men,Bronze,0.0,0.0,1.0
7847,London (1948),1948,Athletics,Athletics,Clifford Frederick Bourland,USA,Men,4x400m relay men,Gold,1.0,0.0,0.0
7848,London (1948),1948,Athletics,Athletics,Roy Braxton Cochran,USA,Men,4x400m relay men,Gold,1.0,0.0,0.0
7849,London (1948),1948,Athletics,Athletics,Arthur Harold Harnden,USA,Men,4x400m relay men,Gold,1.0,0.0,0.0
7850,London (1948),1948,Athletics,Athletics,Malvin Groston Whitfield,USA,Men,4x400m relay men,Gold,1.0,0.0,0.0
7851,London (1948),1948,Athletics,Athletics,Robert Chef d'hotel,FRA,Men,4x400m relay men,Silver,0.0,1.0,0.0
7852,London (1948),1948,Athletics,Athletics,Jean Kerebel,FRA,Men,4x400m relay men,Silver,0.0,1.0,0.0
7853,London (1948),1948,Athletics,Athletics,Jacques Lunis,FRA,Men,4x400m relay men,Silver,0.0,1.0,0.0
7854,London (1948),1948,Athletics,Athletics,Francois Schewetta,FRA,Men,4x400m relay men,Silver,0.0,1.0,0.0
7855,London (1948),1948,Athletics,Athletics,Folke Alnevik,SWE,Men,4x400m relay men,Bronze,0.0,0.0,1.0
7856,London (1948),1948,Athletics,Athletics,Rune Larsson,SWE,Men,4x400m relay men,Bronze,0.0,0.0,1.0
7857,London (1948),1948,Athletics,Athletics,Kurt Lundquist,SWE,Men,4x400m relay men,Bronze,0.0,0.0,1.0
7858,London (1948),1948,Athletics,Athletics,Lars-Erik Wolfbrandt,SWE,Men,4x400m relay men,Bronze,0.0,0.0,1.0
7859,London (1948),1948,Aquatics,Swimming,James Price Jr. Mclane,USA,Men,4x200m freestyle relay men,Gold,1.0,0.0,0.0
7860,London (1948),1948,Aquatics,Swimming,Walter Stephen Ris,USA,Men,4x200m freestyle relay men,Gold,1.0,0.0,0.0
7861,London (1948),1948,Aquatics,Swimming,William M. Jr. Smith,USA,Men,4x200m freestyle relay men,Gold,1.0,0.0,0.0
7862,London (1948),1948,Aquatics,Swimming,Wallace Perry Wolf,USA,Men,4x200m freestyle relay men,Gold,1.0,0.0,0.0
7863,London (1948),1948,Aquatics,Swimming,Geza Kadas,HUN,Men,4x200m freestyle relay men,Silver,0.0,1.0,0.0
7864,London (1948),1948,Aquatics,Swimming,GyÃƒÂ¶rgy Mitro,HUN,Men,4x200m freestyle relay men,Silver,0.0,1.0,0.0
7865,London (1948),1948,Aquatics,Swimming,Imre Nyeki,HUN,Men,4x200m freestyle relay men,Silver,0.0,1.0,0.0
7866,London (1948),1948,Aquatics,Swimming,Elemer Szatmari,HUN,Men,4x200m freestyle relay men,Silver,0.0,1.0,0.0
7867,London (1948),1948,Aquatics,Swimming,Joseph Bernardo,FRA,Men,4x200m freestyle relay men,Bronze,0.0,0.0,1.0
7868,London (1948),1948,Aquatics,Swimming,Rene Cornu,FRA,Men,4x200m freestyle relay men,Bronze,0.0,0.0,1.0
7869,London (1948),1948,Aquatics,Swimming,Alexandre Jany,FRA,Men,4x200m freestyle relay men,Bronze,0.0,0.0,1.0
7870,London (1948),1948,Aquatics,Swimming,Henri Padou jr.,FRA,Men,4x200m freestyle relay men,Bronze,0.0,0.0,1.0
7871,London (1948),1948,Athletics,Athletics,Fanny Blankers-koen,NED,Women,4x100m relay women,Gold,1.0,0.0,0.0
7872,London (1948),1948,Athletics,Athletics,Xenia Stad-de jong,NED,Women,4x100m relay women,Gold,1.0,0.0,0.0
7873,London (1948),1948,Athletics,Athletics,Gerda Johanna Marie Van der kade-koudijs,NED,Women,4x100m relay women,Gold,1.0,0.0,0.0
7874,London (1948),1948,Athletics,Athletics,Jeannette Josephina Maria Witziers-timmer,NED,Women,4x100m relay women,Gold,1.0,0.0,0.0
7875,London (1948),1948,Athletics,Athletics,Joyce A. King-walker,AUS,Women,4x100m relay women,Silver,0.0,1.0,0.0
7876,London (1948),1948,Athletics,Athletics,June Rit Maston-fergson,AUS,Women,4x100m relay women,Silver,0.0,1.0,0.0
7877,London (1948),1948,Athletics,Athletics,Elizabeth Mckinnon,AUS,Women,4x100m relay women,Silver,0.0,1.0,0.0
7878,London (1948),1948,Athletics,Athletics,Shirley Strickland-de la hunty,AUS,Women,4x100m relay women,Silver,0.0,1.0,0.0
7879,London (1948),1948,Athletics,Athletics,Dianne P. Foster,CAN,Women,4x100m relay women,Bronze,0.0,0.0,1.0
7880,London (1948),1948,Athletics,Athletics,Patricia Jones,CAN,Women,4x100m relay women,Bronze,0.0,0.0,1.0
7881,London (1948),1948,Athletics,Athletics,Nancy Mackay-murrall,CAN,Women,4x100m relay women,Bronze,0.0,0.0,1.0
7882,London (1948),1948,Athletics,Athletics,Violet Meyers,CAN,Women,4x100m relay women,Bronze,0.0,0.0,1.0
7883,London (1948),1948,Athletics,Athletics,Harrison Dillard,USA,Men,4x100m relay men,Gold,1.0,0.0,0.0
7884,London (1948),1948,Athletics,Athletics,Harold Norwood Ewell,USA,Men,4x100m relay men,Gold,1.0,0.0,0.0
7885,London (1948),1948,Athletics,Athletics,Melvin Emery Patton,USA,Men,4x100m relay men,Gold,1.0,0.0,0.0
7886,London (1948),1948,Athletics,Athletics,Lorenzo Christopher Wright,USA,Men,4x100m relay men,Gold,1.0,0.0,0.0
7887,London (1948),1948,Athletics,Athletics,John Archer,GBR,Men,4x100m relay men,Silver,0.0,1.0,0.0
7888,London (1948),1948,Athletics,Athletics,John Arthur Gregory,GBR,Men,4x100m relay men,Silver,0.0,1.0,0.0
7889,London (1948),1948,Athletics,Athletics,Kenneth Jeffrey Jones,GBR,Men,4x100m relay men,Silver,0.0,1.0,0.0
7890,London (1948),1948,Athletics,Athletics,Alastair Mccorquodale,GBR,Men,4x100m relay men,Silver,0.0,1.0,0.0
7891,London (1948),1948,Athletics,Athletics,Carlo Monti,ITA,Men,4x100m relay men,Bronze,0.0,0.0,1.0
7892,London (1948),1948,Athletics,Athletics,Enrico Perrucconi,ITA,Men,4x100m relay men,Bronze,0.0,0.0,1.0
7893,London (1948),1948,Athletics,Athletics,Antonio Siddi,ITA,Men,4x100m relay men,Bronze,0.0,0.0,1.0
7894,London (1948),1948,Athletics,Athletics,Michele Tito,ITA,Men,4x100m relay men,Bronze,0.0,0.0,1.0
7895,London (1948),1948,Aquatics,Swimming,Marie Louise Corridon,USA,Women,4x100m freestyle relay women,Gold,1.0,0.0,0.0
7896,London (1948),1948,Aquatics,Swimming,Ann Elisabeth Curtis,USA,Women,4x100m freestyle relay women,Gold,1.0,0.0,0.0
7897,London (1948),1948,Aquatics,Swimming,Brenda Merserau Helser,USA,Women,4x100m freestyle relay women,Gold,1.0,0.0,0.0
7898,London (1948),1948,Aquatics,Swimming,Thelma H. Kalama,USA,Women,4x100m freestyle relay women,Gold,1.0,0.0,0.0
7899,London (1948),1948,Aquatics,Swimming,Greta Marie Andersen,DEN,Women,4x100m freestyle relay women,Silver,0.0,1.0,0.0
7900,London (1948),1948,Aquatics,Swimming,Fritze Wulf Carstensen,DEN,Women,4x100m freestyle relay women,Silver,0.0,1.0,0.0
7901,London (1948),1948,Aquatics,Swimming,Karen Margrethe Harup,DEN,Women,4x100m freestyle relay women,Silver,0.0,1.0,0.0
7902,London (1948),1948,Aquatics,Swimming,Eva Johanne Riise,DEN,Women,4x100m freestyle relay women,Silver,0.0,1.0,0.0
7903,London (1948),1948,Aquatics,Swimming,Irma Heijting-schuhmacher,NED,Women,4x100m freestyle relay women,Bronze,0.0,0.0,1.0
7904,London (1948),1948,Aquatics,Swimming,Marie-Louise Jean Linssen-vaessen,NED,Women,4x100m freestyle relay women,Bronze,0.0,0.0,1.0
7905,London (1948),1948,Aquatics,Swimming,Margot Marsman,NED,Women,4x100m freestyle relay women,Bronze,0.0,0.0,1.0
7906,London (1948),1948,Aquatics,Swimming,Johanna Maria Termeulen,NED,Women,4x100m freestyle relay women,Bronze,0.0,0.0,1.0
7907,London (1948),1948,Athletics,Athletics,Arthur Wint,JAM,Men,400m men,Gold,1.0,0.0,0.0
7908,London (1948),1948,Athletics,Athletics,Herbert Mckenley,JAM,Men,400m men,Silver,0.0,1.0,0.0
7909,London (1948),1948,Athletics,Athletics,Malvin Groston Whitfield,USA,Men,400m men,Bronze,0.0,0.0,1.0
7910,London (1948),1948,Athletics,Athletics,Roy Braxton Cochran,USA,Men,400m hurdles men,Gold,1.0,0.0,0.0
7911,London (1948),1948,Athletics,Athletics,Duncan White,SRI,Men,400m hurdles men,Silver,0.0,1.0,0.0
7912,London (1948),1948,Athletics,Athletics,Rune Larsson,SWE,Men,400m hurdles men,Bronze,0.0,0.0,1.0
7913,London (1948),1948,Aquatics,Swimming,Ann Elisabeth Curtis,USA,Women,400m freestyle women,Gold,1.0,0.0,0.0
7914,London (1948),1948,Aquatics,Swimming,Karen Margrethe Harup,DEN,Women,400m freestyle women,Silver,0.0,1.0,0.0
7915,London (1948),1948,Aquatics,Swimming,Catherine Gibson,GBR,Women,400m freestyle women,Bronze,0.0,0.0,1.0
7916,London (1948),1948,Aquatics,Swimming,William M. Jr. Smith,USA,Men,400m freestyle men,Gold,1.0,0.0,0.0
7917,London (1948),1948,Aquatics,Swimming,James Price Jr. Mclane,USA,Men,400m freestyle men,Silver,0.0,1.0,0.0
7918,London (1948),1948,Aquatics,Swimming,John Birnie Marshall,AUS,Men,400m freestyle men,Bronze,0.0,0.0,1.0
7919,London (1948),1948,Aquatics,Diving,Victoria Manalo Draves,USA,Women,3m springboard women,Gold,1.0,0.0,0.0
7920,London (1948),1948,Aquatics,Diving,Zoe-Ann Olsen-jensen,USA,Women,3m springboard women,Silver,0.0,1.0,0.0
7921,London (1948),1948,Aquatics,Diving,Patricia Anne Elsener,USA,Women,3m springboard women,Bronze,0.0,0.0,1.0
7922,London (1948),1948,Aquatics,Diving,Bruce Ira Harlan,USA,Men,3m springboard men,Gold,1.0,0.0,0.0
7923,London (1948),1948,Aquatics,Diving,Miller Altman Anderson,USA,Men,3m springboard men,Silver,0.0,1.0,0.0
7924,London (1948),1948,Aquatics,Diving,Samuel Lee,USA,Men,3m springboard men,Bronze,0.0,0.0,1.0
7925,London (1948),1948,Shooting,Shooting,Emil GrÃƒÂ¼nig,SUI,Men,300m free rifle 3 positions (3x40 shots) men,Gold,1.0,0.0,0.0
7926,London (1948),1948,Shooting,Shooting,Pauli Aapeli Janhonen,FIN,Men,300m free rifle 3 positions (3x40 shots) men,Silver,0.0,1.0,0.0
7927,London (1948),1948,Shooting,Shooting,Willy RÃƒÂ¶geberg,NOR,Men,300m free rifle 3 positions (3x40 shots) men,Bronze,0.0,0.0,1.0
7928,London (1948),1948,Athletics,Athletics,Tore SjÃƒÂ¶strand,SWE,Men,3000m steeplechase men,Gold,1.0,0.0,0.0
7929,London (1948),1948,Athletics,Athletics,Erik Elmsater,SWE,Men,3000m steeplechase men,Silver,0.0,1.0,0.0
7930,London (1948),1948,Athletics,Athletics,GÃƒÂ¶te HagstrÃƒÂ¶m,SWE,Men,3000m steeplechase men,Bronze,0.0,0.0,1.0
7931,London (1948),1948,Shooting,Shooting,Karoly Takacs,HUN,Men,25m rapid fire pistol (60 shots) men,Gold,1.0,0.0,0.0
7932,London (1948),1948,Shooting,Shooting,Carlos Enrique Diaz saenz valiente,ARG,Men,25m rapid fire pistol (60 shots) men,Silver,0.0,1.0,0.0
7933,London (1948),1948,Shooting,Shooting,Sven Lundquist,SWE,Men,25m rapid fire pistol (60 shots) men,Bronze,0.0,0.0,1.0
7934,London (1948),1948,Athletics,Athletics,Fanny Blankers-koen,NED,Women,200m women,Gold,1.0,0.0,0.0
7935,London (1948),1948,Athletics,Athletics,Audrey Doreen Swayne Williamson,GBR,Women,200m women,Silver,0.0,1.0,0.0
7936,London (1948),1948,Athletics,Athletics,Audrey Mickey Patterson,USA,Women,200m women,Bronze,0.0,0.0,1.0
7937,London (1948),1948,Athletics,Athletics,Melvin Emery Patton,USA,Men,200m men,Gold,1.0,0.0,0.0
7938,London (1948),1948,Athletics,Athletics,Harold Norwood Ewell,USA,Men,200m men,Silver,0.0,1.0,0.0
7939,London (1948),1948,Athletics,Athletics,Lloyd Labeach,PAN,Men,200m men,Bronze,0.0,0.0,1.0
7940,London (1948),1948,Aquatics,Swimming,Petronella (Nel) Van vliet,NED,Women,200m breaststroke women,Gold,1.0,0.0,0.0
7941,London (1948),1948,Aquatics,Swimming,Beatrice Nancy Lyons,AUS,Women,200m breaststroke women,Silver,0.0,1.0,0.0
7942,London (1948),1948,Aquatics,Swimming,Eva Novak-gerard,HUN,Women,200m breaststroke women,Bronze,0.0,0.0,1.0
7943,London (1948),1948,Aquatics,Swimming,Joseph Thomas Verdeur,USA,Men,200m breaststroke men,Gold,1.0,0.0,0.0
7944,London (1948),1948,Aquatics,Swimming,Keith Eyre Carter,USA,Men,200m breaststroke men,Silver,0.0,1.0,0.0
7945,London (1948),1948,Aquatics,Swimming,Robert Raymond Sohl,USA,Men,200m breaststroke men,Bronze,0.0,0.0,1.0
7946,London (1948),1948,Cycling,Cycling Track,Renato Perona,ITA,Men,2000m tandem men,Gold,1.0,0.0,0.0
7947,London (1948),1948,Cycling,Cycling Track,Ferdinando Terruzzi,ITA,Men,2000m tandem men,Gold,1.0,0.0,0.0
7948,London (1948),1948,Cycling,Cycling Track,Alan Bannister,GBR,Men,2000m tandem men,Silver,0.0,1.0,0.0
7949,London (1948),1948,Cycling,Cycling Track,Reginald Hargreaves Harris,GBR,Men,2000m tandem men,Silver,0.0,1.0,0.0
7950,London (1948),1948,Cycling,Cycling Track,Georges Dron,FRA,Men,2000m tandem men,Bronze,0.0,0.0,1.0
7951,London (1948),1948,Cycling,Cycling Track,Rene Faye,FRA,Men,2000m tandem men,Bronze,0.0,0.0,1.0
7952,London (1948),1948,Cycling,Cycling Track,Jacques Dupont,FRA,Men,1km time trial men,Gold,1.0,0.0,0.0
7953,London (1948),1948,Cycling,Cycling Track,Pierre Nihant,BEL,Men,1km time trial men,Silver,0.0,1.0,0.0
7954,London (1948),1948,Cycling,Cycling Track,Thomas Charles Godwin,GBR,Men,1km time trial men,Bronze,0.0,0.0,1.0
7955,London (1948),1948,Athletics,Athletics,Henry Eriksson,SWE,Men,1500m men,Gold,1.0,0.0,0.0
7956,London (1948),1948,Athletics,Athletics,Lennart Strand,SWE,Men,1500m men,Silver,0.0,1.0,0.0
7957,London (1948),1948,Athletics,Athletics,Willem Slijkhuis,NED,Men,1500m men,Bronze,0.0,0.0,1.0
7958,London (1948),1948,Aquatics,Swimming,James Price Jr. Mclane,USA,Men,1500m freestyle men,Gold,1.0,0.0,0.0
7959,London (1948),1948,Aquatics,Swimming,John Birnie Marshall,AUS,Men,1500m freestyle men,Silver,0.0,1.0,0.0
7960,London (1948),1948,Aquatics,Swimming,GyÃƒÂ¶rgy Mitro,HUN,Men,1500m freestyle men,Bronze,0.0,0.0,1.0
7961,London (1948),1948,Athletics,Athletics,William Franklin III Porter,USA,Men,110m hurdles men,Gold,1.0,0.0,0.0
7962,London (1948),1948,Athletics,Athletics,Clyde Scott,USA,Men,110m hurdles men,Silver,0.0,1.0,0.0
7963,London (1948),1948,Athletics,Athletics,Craig Dixon,USA,Men,110m hurdles men,Bronze,0.0,0.0,1.0
7964,London (1948),1948,Aquatics,Diving,Victoria Manalo Draves,USA,Women,10m platform women,Gold,1.0,0.0,0.0
7965,London (1948),1948,Aquatics,Diving,Patricia Anne Elsener,USA,Women,10m platform women,Silver,0.0,1.0,0.0
7966,London (1948),1948,Aquatics,Diving,Birte Christoffersen-hanson,DEN,Women,10m platform women,Bronze,0.0,0.0,1.0
7967,London (1948),1948,Aquatics,Diving,Samuel Lee,USA,Men,10m platform men,Gold,1.0,0.0,0.0
7968,London (1948),1948,Aquatics,Diving,Bruce Ira Harlan,USA,Men,10m platform men,Silver,0.0,1.0,0.0
7969,London (1948),1948,Aquatics,Diving,Joaquin Capilla perez,MEX,Men,10m platform men,Bronze,0.0,0.0,1.0
7970,London (1948),1948,Athletics,Athletics,Fanny Blankers-koen,NED,Women,100m women,Gold,1.0,0.0,0.0
7971,London (1948),1948,Athletics,Athletics,Dorothy Gladys Manley,GBR,Women,100m women,Silver,0.0,1.0,0.0
7972,London (1948),1948,Athletics,Athletics,Shirley Strickland-de la hunty,AUS,Women,100m women,Bronze,0.0,0.0,1.0
7973,London (1948),1948,Athletics,Athletics,Harrison Dillard,USA,Men,100m men,Gold,1.0,0.0,0.0
7974,London (1948),1948,Athletics,Athletics,Harold Norwood Ewell,USA,Men,100m men,Silver,0.0,1.0,0.0
7975,London (1948),1948,Athletics,Athletics,Lloyd Labeach,PAN,Men,100m men,Bronze,0.0,0.0,1.0
7976,London (1948),1948,Aquatics,Swimming,Greta Marie Andersen,DEN,Women,100m freestyle women,Gold,1.0,0.0,0.0
7977,London (1948),1948,Aquatics,Swimming,Ann Elisabeth Curtis,USA,Women,100m freestyle women,Silver,0.0,1.0,0.0
7978,London (1948),1948,Aquatics,Swimming,Marie-Louise Jean Linssen-vaessen,NED,Women,100m freestyle women,Bronze,0.0,0.0,1.0
7979,London (1948),1948,Aquatics,Swimming,Walter Stephen Ris,USA,Men,100m freestyle men,Gold,1.0,0.0,0.0
7980,London (1948),1948,Aquatics,Swimming,Alan Robert Ford,USA,Men,100m freestyle men,Silver,0.0,1.0,0.0
7981,London (1948),1948,Aquatics,Swimming,Geza Kadas,HUN,Men,100m freestyle men,Bronze,0.0,0.0,1.0
7982,London (1948),1948,Aquatics,Swimming,Karen Margrethe Harup,DEN,Women,100m backstroke women,Gold,1.0,0.0,0.0
7983,London (1948),1948,Aquatics,Swimming,Suzanne Winona Zimmerman,USA,Women,100m backstroke women,Silver,0.0,1.0,0.0
7984,London (1948),1948,Aquatics,Swimming,Judith Joy Davies,AUS,Women,100m backstroke women,Bronze,0.0,0.0,1.0
7985,London (1948),1948,Aquatics,Swimming,Allen Mcintyre Stack,USA,Men,100m backstroke men,Gold,1.0,0.0,0.0
7986,London (1948),1948,Aquatics,Swimming,Robert Elmer Cowell,USA,Men,100m backstroke men,Silver,0.0,1.0,0.0
7987,London (1948),1948,Aquatics,Swimming,Georges Vallerey jr.,FRA,Men,100m backstroke men,Bronze,0.0,0.0,1.0
7988,London (1948),1948,Athletics,Athletics,John Mikaelsson,SWE,Men,10000m walk men,Gold,1.0,0.0,0.0
7989,London (1948),1948,Athletics,Athletics,Ingemar Johansson,SWE,Men,10000m walk men,Silver,0.0,1.0,0.0
7990,London (1948),1948,Athletics,Athletics,Erich Arthur Fritz Schwab,SUI,Men,10000m walk men,Bronze,0.0,0.0,1.0
7991,London (1948),1948,Athletics,Athletics,Emil Zatopek,TCH,Men,10000m men,Gold,1.0,0.0,0.0
7992,London (1948),1948,Athletics,Athletics,Alain Mimoun,FRA,Men,10000m men,Silver,0.0,1.0,0.0
7993,London (1948),1948,Athletics,Athletics,Bertil Albertsson,SWE,Men,10000m men,Bronze,0.0,0.0,1.0
7994,London (1948),1948,Weightlifting,Weightlifting,Joseph Nicholas De pietro,USA,Men,- 56kg total (bantamweight) men,Gold,1.0,0.0,0.0
7995,London (1948),1948,Weightlifting,Weightlifting,Julian Creus,GBR,Men,- 56kg total (bantamweight) men,Silver,0.0,1.0,0.0
7996,London (1948),1948,Weightlifting,Weightlifting,Richard Watt Sung Tom,USA,Men,- 56kg total (bantamweight) men,Bronze,0.0,0.0,1.0
7997,London (1948),1948,Wrestling,Wrestling Freestyle,Lenni Viitala,FIN,Men,- 52kg (flyweight) men,Gold,1.0,0.0,0.0
7998,London (1948),1948,Wrestling,Wrestling Greco-Romano,Pietro Lombardi,ITA,Men,- 52kg (flyweight) men,Gold,1.0,0.0,0.0
7999,London (1948),1948,Wrestling,Wrestling Freestyle,Halit Balamir,TUR,Men,- 52kg (flyweight) men,Silver,0.0,1.0,0.0
8000,London (1948),1948,Wrestling,Wrestling Greco-Romano,Kenan Olcay,TUR,Men,- 52kg (flyweight) men,Silver,0.0,1.0,0.0
8001,London (1948),1948,Wrestling,Wrestling Freestyle,Thure Johansson,SWE,Men,- 52kg (flyweight) men,Bronze,0.0,0.0,1.0
8002,London (1948),1948,Wrestling,Wrestling Greco-Romano,Reino KangasmÃƒÂ¤ki,FIN,Men,- 52kg (flyweight) men,Bronze,0.0,0.0,1.0
8003,London (1948),1948,Boxing,Boxing,Pascual Nicolas Perez,ARG,Men,- 51kg (flyweight) men,Gold,1.0,0.0,0.0
8004,London (1948),1948,Boxing,Boxing,Spartaco Bandinelli,ITA,Men,- 51kg (flyweight) men,Silver,0.0,1.0,0.0
8005,London (1948),1948,Boxing,Boxing,Soo-An Han,KOR,Men,- 51kg (flyweight) men,Bronze,0.0,0.0,1.0
8006,London (1948),1948,Wrestling,Wrestling Greco-Romano,Ahmet KireÃƒÂ§ÃƒÂ§i,TUR,Men,+ 87kg (super heavyweight) men,Gold,1.0,0.0,0.0
8007,London (1948),1948,Wrestling,Wrestling Greco-Romano,Tor Nilsson,SWE,Men,+ 87kg (super heavyweight) men,Silver,0.0,1.0,0.0
8008,London (1948),1948,Wrestling,Wrestling Greco-Romano,Guido Fantoni,ITA,Men,+ 87kg (super heavyweight) men,Bronze,0.0,0.0,1.0
8009,London (1948),1948,Wrestling,Wrestling Freestyle,Gyula Bobis,HUN,Men,+ 87kg (heavyweight) men,Gold,1.0,0.0,0.0
8010,London (1948),1948,Wrestling,Wrestling Freestyle,Bertil Antonsson,SWE,Men,+ 87kg (heavyweight) men,Silver,0.0,1.0,0.0
8011,London (1948),1948,Wrestling,Wrestling Freestyle,Joseph Armstrong,AUS,Men,+ 87kg (heavyweight) men,Bronze,0.0,0.0,1.0
8012,London (1948),1948,Weightlifting,Weightlifting,John Henry Jr. Davis,USA,Men,+ 82.5kg total (heavyweight) men,Gold,1.0,0.0,0.0
8013,London (1948),1948,Weightlifting,Weightlifting,Norbert Schemansky,USA,Men,+ 82.5kg total (heavyweight) men,Silver,0.0,1.0,0.0
8014,London (1948),1948,Weightlifting,Weightlifting,Abraham Charite,NED,Men,+ 82.5kg total (heavyweight) men,Bronze,0.0,0.0,1.0
8015,London (1948),1948,Boxing,Boxing,Rafael Iglesias,ARG,Men,+ 80kg (heavyweight) men,Gold,1.0,0.0,0.0
8016,London (1948),1948,Boxing,Boxing,Gunnar Nilsson,SWE,Men,+ 80kg (heavyweight) men,Silver,0.0,1.0,0.0
