,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze
213,Paris (1900),1900,Archery,Archery,Auguste Serrurier,FRA,Men,sur la perche ÃƒÂ  la pyramide men,Silver,0.0,1.0,0.0
214,Paris (1900),1900,Archery,Archery,Louis Glineux,BEL,Men,sur la perche ÃƒÂ  la pyramide men,Bronze,0.0,0.0,1.0
215,Paris (1900),1900,Archery,Archery,Emmanuel Foulon,BEL,Men,sur la perche ÃƒÂ  la herse men,Gold,1.0,0.0,0.0
216,Paris (1900),1900,Archery,Archery,Jr. Druart,BEL,Men,sur la perche ÃƒÂ  la herse men,Silver,0.0,1.0,0.0
217,Paris (1900),1900,Archery,Archery,Auguste Serrurier,FRA,Men,sur la perche ÃƒÂ  la herse men,Silver,0.0,1.0,0.0
218,Paris (1900),1900,Tennis,Tennis,Charlotte Cooper,GBR,Women,singles women,Gold,1.0,0.0,0.0
219,Paris (1900),1900,Tennis,Tennis,HÃƒÂ©lÃƒÂ¨ne Prevost,FRA,Women,singles women,Silver,0.0,1.0,0.0
220,Paris (1900),1900,Tennis,Tennis,Marion Jones,USA,Women,singles women,Bronze,0.0,0.0,1.0
221,Paris (1900),1900,Tennis,Tennis,Hedwig Rosenbaum,BOH,Women,singles women,Bronze,0.0,0.0,1.0
222,Paris (1900),1900,Tennis,Tennis,Hugh Lawrence Doherty,GBR,Men,singles men,Gold,1.0,0.0,0.0
223,Paris (1900),1900,Tennis,Tennis,Harold Sergerson Mahony,GBR,Men,singles men,Silver,0.0,1.0,0.0
224,Paris (1900),1900,Tennis,Tennis,Reginald Frank Doherty,GBR,Men,singles men,Bronze,0.0,0.0,1.0
225,Paris (1900),1900,Tennis,Tennis,Arthur B.J. Norris,GBR,Men,singles men,Bronze,0.0,0.0,1.0
226,Paris (1900),1900,Rowing,Rowing,Henri Barrelet,FRA,Men,single sculls (1x) men,Gold,1.0,0.0,0.0
227,Paris (1900),1900,Rowing,Rowing,AndrÃƒÂ© Gaudin,FRA,Men,single sculls (1x) men,Silver,0.0,1.0,0.0
228,Paris (1900),1900,Rowing,Rowing,Saint-George Ashe,GBR,Men,single sculls (1x) men,Bronze,0.0,0.0,1.0
229,Paris (1900),1900,Athletics,Athletics,Richard Sheldon,USA,Men,shot put men,Gold,1.0,0.0,0.0
230,Paris (1900),1900,Athletics,Athletics,Josiah Mccracken,USA,Men,shot put men,Silver,0.0,1.0,0.0
231,Paris (1900),1900,Athletics,Athletics,Robert Garrett,USA,Men,shot put men,Bronze,0.0,0.0,1.0
232,Paris (1900),1900,Fencing,Fencing,Antonio Conte,ITA,Men,sabre masters men,Gold,1.0,0.0,0.0
233,Paris (1900),1900,Fencing,Fencing,Italo Santelli,ITA,Men,sabre masters men,Silver,0.0,1.0,0.0
234,Paris (1900),1900,Fencing,Fencing,Milan Neralic,AUT,Men,sabre masters men,Bronze,0.0,0.0,1.0
235,Paris (1900),1900,Fencing,Fencing,Georges De la falaise,FRA,Men,sabre individual men,Gold,1.0,0.0,0.0
236,Paris (1900),1900,Fencing,Fencing,LÃƒÂ©on Thiebaut,FRA,Men,sabre individual men,Silver,0.0,1.0,0.0
237,Paris (1900),1900,Fencing,Fencing,Siegfried Flesch,AUT,Men,sabre individual men,Bronze,0.0,0.0,1.0
238,Paris (1900),1900,Rugby,Rugby,Vladimir Aitoff,FRA,Men,rugby men,Gold,1.0,0.0,0.0
239,Paris (1900),1900,Rugby,Rugby,A. Albert,FRA,Men,rugby men,Gold,1.0,0.0,0.0
240,Paris (1900),1900,Rugby,Rugby,Jean  LÃƒÆ’Ã‚Â©on Binoche,FRA,Men,rugby men,Gold,1.0,0.0,0.0
241,Paris (1900),1900,Rugby,Rugby,Jean Collas,FRA,Men,rugby men,Gold,1.0,0.0,0.0
242,Paris (1900),1900,Rugby,Rugby,Jean Guy Gautier,FRA,Men,rugby men,Gold,1.0,0.0,0.0
243,Paris (1900),1900,Rugby,Rugby,Auguste Giroux,FRA,Men,rugby men,Gold,1.0,0.0,0.0
244,Paris (1900),1900,Rugby,Rugby,Charles Gondouin,FRA,Men,rugby men,Gold,1.0,0.0,0.0
245,Paris (1900),1900,Rugby,Rugby,Constantin Henriquez de zubierra,FRA,Men,rugby men,Gold,1.0,0.0,0.0
246,Paris (1900),1900,Rugby,Rugby,Jean Herve,FRA,Men,rugby men,Gold,1.0,0.0,0.0
247,Paris (1900),1900,Rugby,Rugby,Victor Lardanchet,FRA,Men,rugby men,Gold,1.0,0.0,0.0
248,Paris (1900),1900,Rugby,Rugby,Hubert Lefebvre,FRA,Men,rugby men,Gold,1.0,0.0,0.0
249,Paris (1900),1900,Rugby,Rugby,Joseph Olivier,FRA,Men,rugby men,Gold,1.0,0.0,0.0
250,Paris (1900),1900,Rugby,Rugby,Alexandre Pharamond,FRA,Men,rugby men,Gold,1.0,0.0,0.0
251,Paris (1900),1900,Rugby,Rugby,Frantz Reichel,FRA,Men,rugby men,Gold,1.0,0.0,0.0
252,Paris (1900),1900,Rugby,Rugby,AndrÃƒÂ© Rischmann,FRA,Men,rugby men,Gold,1.0,0.0,0.0
253,Paris (1900),1900,Rugby,Rugby,Albert Roosevelt,FRA,Men,rugby men,Gold,1.0,0.0,0.0
254,Paris (1900),1900,Rugby,Rugby,Emile Sarrade,FRA,Men,rugby men,Gold,1.0,0.0,0.0
255,Paris (1900),1900,Rugby,Rugby,Albert Amrhein,GER,Men,rugby men,Silver,0.0,1.0,0.0
256,Paris (1900),1900,Rugby,Rugby,F.C. Bayliss,GBR,Men,rugby men,Silver,0.0,1.0,0.0
257,Paris (1900),1900,Rugby,Rugby,Hugo Betting,GER,Men,rugby men,Silver,0.0,1.0,0.0
258,Paris (1900),1900,Rugby,Rugby,J.Henry Birtles,GBR,Men,rugby men,Silver,0.0,1.0,0.0
259,Paris (1900),1900,Rugby,Rugby,J. Cautlon,GBR,Men,rugby men,Silver,0.0,1.0,0.0
260,Paris (1900),1900,Rugby,Rugby,Artur John Darby,GBR,Men,rugby men,Silver,0.0,1.0,0.0
261,Paris (1900),1900,Rugby,Rugby,C.P. Deykin,GBR,Men,rugby men,Silver,0.0,1.0,0.0
262,Paris (1900),1900,Rugby,Rugby,Jacob Herrmann,GER,Men,rugby men,Silver,0.0,1.0,0.0
263,Paris (1900),1900,Rugby,Rugby,Willy Hofmeister,GER,Men,rugby men,Silver,0.0,1.0,0.0
264,Paris (1900),1900,Rugby,Rugby,L. Hood,GBR,Men,rugby men,Silver,0.0,1.0,0.0
265,Paris (1900),1900,Rugby,Rugby,Hermann Kreuzer,GER,Men,rugby men,Silver,0.0,1.0,0.0
266,Paris (1900),1900,Rugby,Rugby,Arnold Landvoigt,GER,Men,rugby men,Silver,0.0,1.0,0.0
267,Paris (1900),1900,Rugby,Rugby,Hans Latscha,GER,Men,rugby men,Silver,0.0,1.0,0.0
268,Paris (1900),1900,Rugby,Rugby,M.L. Logan,GBR,Men,rugby men,Silver,0.0,1.0,0.0
269,Paris (1900),1900,Rugby,Rugby,H.A. Loveitt,GBR,Men,rugby men,Silver,0.0,1.0,0.0
270,Paris (1900),1900,Rugby,Rugby,Erich Ludwig,GER,Men,rugby men,Silver,0.0,1.0,0.0
271,Paris (1900),1900,Rugby,Rugby,Richard Ludwig,GER,Men,rugby men,Silver,0.0,1.0,0.0
272,Paris (1900),1900,Rugby,Rugby,Fritz MÃƒÂ¼ller,GER,Men,rugby men,Silver,0.0,1.0,0.0
273,Paris (1900),1900,Rugby,Rugby,N.S. Nicol,GBR,Men,rugby men,Silver,0.0,1.0,0.0
274,Paris (1900),1900,Rugby,Rugby,Eduard Poppe,GER,Men,rugby men,Silver,0.0,1.0,0.0
275,Paris (1900),1900,Rugby,Rugby,Heinrich Reitz,GER,Men,rugby men,Silver,0.0,1.0,0.0
276,Paris (1900),1900,Rugby,Rugby,August Schmierer,GER,Men,rugby men,Silver,0.0,1.0,0.0
277,Paris (1900),1900,Rugby,Rugby,V. Smith,GBR,Men,rugby men,Silver,0.0,1.0,0.0
278,Paris (1900),1900,Rugby,Rugby,Adolf Stockhausen,GER,Men,rugby men,Silver,0.0,1.0,0.0
279,Paris (1900),1900,Rugby,Rugby,M.W. Talbot,GBR,Men,rugby men,Silver,0.0,1.0,0.0
280,Paris (1900),1900,Rugby,Rugby,J.G. Wallis,GBR,Men,rugby men,Silver,0.0,1.0,0.0
281,Paris (1900),1900,Rugby,Rugby,Georg Wenderoth,GER,Men,rugby men,Silver,0.0,1.0,0.0
282,Paris (1900),1900,Rugby,Rugby,Claud Whittindale,GBR,Men,rugby men,Silver,0.0,1.0,0.0
283,Paris (1900),1900,Rugby,Rugby,Raymond Whittindale,GBR,Men,rugby men,Silver,0.0,1.0,0.0
284,Paris (1900),1900,Rugby,Rugby,Francis Henry Wilson,GBR,Men,rugby men,Silver,0.0,1.0,0.0
285,Paris (1900),1900,Polo,Polo,Dennis Daly,ZZX,Men,polo men,Gold,1.0,0.0,0.0
286,Paris (1900),1900,Polo,Polo,Foxhall Parker Keene,ZZX,Men,polo men,Gold,1.0,0.0,0.0
287,Paris (1900),1900,Polo,Polo,Frank Jay Mackey,ZZX,Men,polo men,Gold,1.0,0.0,0.0
288,Paris (1900),1900,Polo,Polo,Alfred Rawlinson,ZZX,Men,polo men,Gold,1.0,0.0,0.0
289,Paris (1900),1900,Polo,Polo,Walter Selby Buckmaster,ZZX,Men,polo men,Silver,0.0,1.0,0.0
290,Paris (1900),1900,Polo,Polo,JosÃƒÂ© Pierre M.J. Comte de madre,ZZX,Men,polo men,Silver,0.0,1.0,0.0
291,Paris (1900),1900,Polo,Polo,Frederick Maitland Freake,ZZX,Men,polo men,Silver,0.0,1.0,0.0
292,Paris (1900),1900,Polo,Polo,Walter Adolph Mccreery,ZZX,Men,polo men,Silver,0.0,1.0,0.0
293,Paris (1900),1900,Polo,Polo,Jean Boussod,ZZX,Men,polo men,Bronze,0.0,0.0,1.0
294,Paris (1900),1900,Polo,Polo,Louis Duc de bisaccia,ZZX,Men,polo men,Bronze,0.0,0.0,1.0
295,Paris (1900),1900,Polo,Polo,A. Fauquet lemaitre,ZZX,Men,polo men,Bronze,0.0,0.0,1.0
296,Paris (1900),1900,Polo,Polo,Maurice Raoul-duval,ZZX,Men,polo men,Bronze,0.0,0.0,1.0
297,Paris (1900),1900,Athletics,Athletics,Irving Baxter,USA,Men,pole vault men,Gold,1.0,0.0,0.0
298,Paris (1900),1900,Athletics,Athletics,Meredith Bright Colkett,USA,Men,pole vault men,Silver,0.0,1.0,0.0
299,Paris (1900),1900,Athletics,Athletics,Carl Albert Andersen,NOR,Men,pole vault men,Bronze,0.0,0.0,1.0
300,Paris (1900),1900,Rowing,Rowing,Francois Antoine Brandt,ZZX,Men,pair-oared shell with coxswain (2+) men,Gold,1.0,0.0,0.0
301,Paris (1900),1900,Rowing,Rowing,Hermanus Gerardus Brockmann,ZZX,Men,pair-oared shell with coxswain (2+) men,Gold,1.0,0.0,0.0
302,Paris (1900),1900,Rowing,Rowing,Roelof Klein,ZZX,Men,pair-oared shell with coxswain (2+) men,Gold,1.0,0.0,0.0
303,Paris (1900),1900,Rowing,Rowing,Louis Martinet,FRA,Men,pair-oared shell with coxswain (2+) men,Silver,0.0,1.0,0.0
304,Paris (1900),1900,Rowing,Rowing,Unknown cox / barreur inconnu,FRA,Men,pair-oared shell with coxswain (2+) men,Silver,0.0,1.0,0.0
305,Paris (1900),1900,Rowing,Rowing,Waleff,FRA,Men,pair-oared shell with coxswain (2+) men,Silver,0.0,1.0,0.0
306,Paris (1900),1900,Rowing,Rowing,Carlos Deltour,FRA,Men,pair-oared shell with coxswain (2+) men,Bronze,0.0,0.0,1.0
307,Paris (1900),1900,Rowing,Rowing,Raoul Paoli,FRA,Men,pair-oared shell with coxswain (2+) men,Bronze,0.0,0.0,1.0
308,Paris (1900),1900,Rowing,Rowing,Antoine Erneste Vedrenne,FRA,Men,pair-oared shell with coxswain (2+) men,Bronze,0.0,0.0,1.0
309,Paris (1900),1900,Sailing,Sailing,John H. Gretton,GBR,Men,open class,Gold,1.0,0.0,0.0
310,Paris (1900),1900,Sailing,Sailing,Linton Hope,GBR,Men,open class,Gold,1.0,0.0,0.0
311,Paris (1900),1900,Sailing,Sailing,Lorne Campbell Lord currie,GBR,Men,open class,Gold,1.0,0.0,0.0
312,Paris (1900),1900,Sailing,Sailing,Georg Naue,GER,Men,open class,Silver,0.0,1.0,0.0
313,Paris (1900),1900,Sailing,Sailing,Heinrich Peters,GER,Men,open class,Silver,0.0,1.0,0.0
314,Paris (1900),1900,Sailing,Sailing,Ottokar Weise,GER,Men,open class,Silver,0.0,1.0,0.0
315,Paris (1900),1900,Sailing,Sailing,Martin Wiesner,GER,Men,open class,Silver,0.0,1.0,0.0
316,Paris (1900),1900,Sailing,Sailing,E. Michelet,FRA,Men,open class,Bronze,0.0,0.0,1.0
317,Paris (1900),1900,Sailing,Sailing,F. Michelet,FRA,Men,open class,Bronze,0.0,0.0,1.0
318,Paris (1900),1900,Tennis,Tennis,Reginald Frank Doherty,GBR,Men,mixed doubles,Gold,1.0,0.0,0.0
319,Paris (1900),1900,Tennis,Tennis,Charlotte Cooper,GBR,Women,mixed doubles,Gold,1.0,0.0,0.0
320,Paris (1900),1900,Tennis,Tennis,Harold Sergerson Mahony,ZZX,Men,mixed doubles,Silver,0.0,1.0,0.0
321,Paris (1900),1900,Tennis,Tennis,HÃƒÂ©lÃƒÂ¨ne Prevost,ZZX,Women,mixed doubles,Silver,0.0,1.0,0.0
322,Paris (1900),1900,Tennis,Tennis,Hugh Lawrence Doherty,ZZX,Men,mixed doubles,Bronze,0.0,0.0,1.0
323,Paris (1900),1900,Tennis,Tennis,Archibald A. Warden,ZZX,Men,mixed doubles,Bronze,0.0,0.0,1.0
324,Paris (1900),1900,Tennis,Tennis,Marion Jones,ZZX,Women,mixed doubles,Bronze,0.0,0.0,1.0
325,Paris (1900),1900,Tennis,Tennis,Hedwig Rosenbaum,ZZX,Women,mixed doubles,Bronze,0.0,0.0,1.0
326,Paris (1900),1900,Athletics,Athletics,Michel Theato,FRA,Men,marathon men,Gold,1.0,0.0,0.0
327,Paris (1900),1900,Athletics,Athletics,Emile Champion,FRA,Men,marathon men,Silver,0.0,1.0,0.0
328,Paris (1900),1900,Athletics,Athletics,Ernst Fast,SWE,Men,marathon men,Bronze,0.0,0.0,1.0
329,Paris (1900),1900,Athletics,Athletics,Ray ewRy,USA,Men,long jump standing men,Gold,1.0,0.0,0.0
330,Paris (1900),1900,Athletics,Athletics,Irving Baxter,USA,Men,long jump standing men,Silver,0.0,1.0,0.0
331,Paris (1900),1900,Athletics,Athletics,Emile Torcheboeuf,FRA,Men,long jump standing men,Bronze,0.0,0.0,1.0
333,Paris (1900),1900,Athletics,Athletics,Meyer Prinstein,USA,Men,long jump men,Gold,1.0,0.0,0.0
334,Paris (1900),1900,Athletics,Athletics,Patrick Joseph Leahy,GBR,Men,long jump men,Silver,0.0,1.0,0.0
335,Paris (1900),1900,Equestrian,Jumping,Constant Van langhendonck,BEL,Men,long jump individual,Gold,1.0,0.0,0.0
336,Paris (1900),1900,Equestrian,Jumping,Gian Giorgio Trissino,ITA,Men,long jump individual,Silver,0.0,1.0,0.0
337,Paris (1900),1900,Equestrian,Jumping,De bellegarde,FRA,Men,long jump individual,Bronze,0.0,0.0,1.0
338,Paris (1900),1900,Golf,Golf,Margaret Ives Abbott,USA,Women,individual women,Gold,1.0,0.0,0.0
339,Paris (1900),1900,Golf,Golf,Pauline Whittier,USA,Women,individual women,Silver,0.0,1.0,0.0
340,Paris (1900),1900,Golf,Golf,Daria Pratt,USA,Women,individual women,Bronze,0.0,0.0,1.0
341,Paris (1900),1900,Golf,Golf,Charles Edward Sands,USA,Men,individual men,Gold,1.0,0.0,0.0
342,Paris (1900),1900,Golf,Golf,Walter Rutherford,GBR,Men,individual men,Silver,0.0,1.0,0.0
343,Paris (1900),1900,Golf,Golf,David Donaldson Robertson,GBR,Men,individual men,Bronze,0.0,0.0,1.0
344,Paris (1900),1900,Gymnastics,Artistic Gymnastics,Gustave Sandras,FRA,Men,individual all-round men,Gold,1.0,0.0,0.0
345,Paris (1900),1900,Gymnastics,Artistic Gymnastics,NoÃƒÂ«l Bas,FRA,Men,individual all-round men,Silver,0.0,1.0,0.0
346,Paris (1900),1900,Gymnastics,Artistic Gymnastics,Lucien Demanet,FRA,Men,individual all-round men,Bronze,0.0,0.0,1.0
347,Paris (1900),1900,Croquet,Croquet,Waydelich,FRA,Men,individual 2 balls men,Gold,1.0,0.0,0.0
348,Paris (1900),1900,Croquet,Croquet,Vignerot,FRA,Men,individual 2 balls men,Silver,0.0,1.0,0.0
349,Paris (1900),1900,Croquet,Croquet,Sautreau,FRA,Men,individual 2 balls men,Bronze,0.0,0.0,1.0
350,Paris (1900),1900,Croquet,Croquet,Aumoitte,FRA,Men,individual 1 ball men,Gold,1.0,0.0,0.0
351,Paris (1900),1900,Croquet,Croquet,Johin,FRA,Men,individual 1 ball men,Silver,0.0,1.0,0.0
352,Paris (1900),1900,Croquet,Croquet,Waydelich,FRA,Men,individual 1 ball men,Bronze,0.0,0.0,1.0
353,Paris (1900),1900,Equestrian,Jumping,AimÃƒÂ© Haegeman,BEL,Men,individual,Gold,1.0,0.0,0.0
354,Paris (1900),1900,Equestrian,Jumping,Georges Van de poele,BEL,Men,individual,Silver,0.0,1.0,0.0
355,Paris (1900),1900,Equestrian,Jumping,Louis De champsavin,FRA,Men,individual,Bronze,0.0,0.0,1.0
356,Paris (1900),1900,Athletics,Athletics,Ray Ewry,USA,Men,high jump standing men,Gold,1.0,0.0,0.0
357,Paris (1900),1900,Athletics,Athletics,Irving Baxter,USA,Men,high jump standing men,Silver,0.0,1.0,0.0
358,Paris (1900),1900,Athletics,Athletics,Lewis Pendleton Sheldon,USA,Men,high jump standing men,Bronze,0.0,0.0,1.0
359,Paris (1900),1900,Athletics,Athletics,Irving Baxter,USA,Men,high jump men,Gold,1.0,0.0,0.0
360,Paris (1900),1900,Athletics,Athletics,Patrick Joseph Leahy,GBR,Men,high jump men,Silver,0.0,1.0,0.0
361,Paris (1900),1900,Athletics,Athletics,Lajos GÃƒÂ¶nczy,HUN,Men,high jump men,Bronze,0.0,0.0,1.0
362,Paris (1900),1900,Equestrian,Jumping,Dominique Maximien Garderes,FRA,Men,high jump,Gold,1.0,0.0,0.0
363,Paris (1900),1900,Equestrian,Jumping,Gian Giorgio Trissino,ITA,Men,high jump,Gold,1.0,0.0,0.0
364,Paris (1900),1900,Equestrian,Jumping,Georges Van de poele,BEL,Men,high jump,Bronze,0.0,0.0,1.0
365,Paris (1900),1900,Athletics,Athletics,John Jesus Flanagan,USA,Men,hammer throw men,Gold,1.0,0.0,0.0
366,Paris (1900),1900,Athletics,Athletics,Thomas Truxton Hare,USA,Men,hammer throw men,Silver,0.0,1.0,0.0
367,Paris (1900),1900,Athletics,Athletics,Josiah Mccracken,USA,Men,hammer throw men,Bronze,0.0,0.0,1.0
368,Paris (1900),1900,Shooting,Shooting,Franz BÃƒÂ¶ckli,SUI,Men,free rifle team men,Gold,1.0,0.0,0.0
369,Paris (1900),1900,Shooting,Shooting,Alfred GrÃƒÂ¼ter,SUI,Men,free rifle team men,Gold,1.0,0.0,0.0
370,Paris (1900),1900,Shooting,Shooting,Emil Kellenberger,SUI,Men,free rifle team men,Gold,1.0,0.0,0.0
371,Paris (1900),1900,Shooting,Shooting,Louis-Marc Richardet,SUI,Men,free rifle team men,Gold,1.0,0.0,0.0
372,Paris (1900),1900,Shooting,Shooting,Konrad StÃƒÂ¤heli,SUI,Men,free rifle team men,Gold,1.0,0.0,0.0
373,Paris (1900),1900,Shooting,Shooting,Olaf Emil Frydenlund,NOR,Men,free rifle team men,Silver,0.0,1.0,0.0
374,Paris (1900),1900,Shooting,Shooting,Hellmer Hermandsen,NOR,Men,free rifle team men,Silver,0.0,1.0,0.0
375,Paris (1900),1900,Shooting,Shooting,Ole Ãƒâ€“stmo,NOR,Men,free rifle team men,Silver,0.0,1.0,0.0
376,Paris (1900),1900,Shooting,Shooting,Ole Andreas Saether,NOR,Men,free rifle team men,Silver,0.0,1.0,0.0
377,Paris (1900),1900,Shooting,Shooting,Tom Seeberg,NOR,Men,free rifle team men,Silver,0.0,1.0,0.0
378,Paris (1900),1900,Shooting,Shooting,Auguste Cavadini,FRA,Men,free rifle team men,Bronze,0.0,0.0,1.0
379,Paris (1900),1900,Shooting,Shooting,Maurice Lecoq,FRA,Men,free rifle team men,Bronze,0.0,0.0,1.0
380,Paris (1900),1900,Shooting,Shooting,LÃƒÂ©on Moreaux,FRA,Men,free rifle team men,Bronze,0.0,0.0,1.0
381,Paris (1900),1900,Shooting,Shooting,Achille Paroche,FRA,Men,free rifle team men,Bronze,0.0,0.0,1.0
382,Paris (1900),1900,Shooting,Shooting,RenÃƒÂ© Thomas,FRA,Men,free rifle team men,Bronze,0.0,0.0,1.0
383,Paris (1900),1900,Rowing,Rowing,Henri Bouckaert,FRA,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
384,Paris (1900),1900,Rowing,Rowing,Jean Cau,FRA,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
385,Paris (1900),1900,Rowing,Rowing,Charlot,FRA,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
386,Paris (1900),1900,Rowing,Rowing,Emile Delchambre,FRA,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
387,Paris (1900),1900,Rowing,Rowing,Carl Heinrich Gossler,GER,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
388,Paris (1900),1900,Rowing,Rowing,Gustav Ludwig Gossler,GER,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
389,Paris (1900),1900,Rowing,Rowing,Oscar Gossler,GER,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
390,Paris (1900),1900,Rowing,Rowing,Henri Hazebrouck,FRA,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
391,Paris (1900),1900,Rowing,Rowing,Walther Katzenstein,GER,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
392,Paris (1900),1900,Rowing,Rowing,Waldemar Tietgens,GER,Men,four-oared shell with coxswain (4-) men,Gold,1.0,0.0,0.0
393,Paris (1900),1900,Rowing,Rowing,Hermanus Gerardus Brockmann,NED,Men,four-oared shell with coxswain (4-) men,Silver,0.0,1.0,0.0
394,Paris (1900),1900,Rowing,Rowing,Coenraad Christiaan Hiebendaai,NED,Men,four-oared shell with coxswain (4-) men,Silver,0.0,1.0,0.0
395,Paris (1900),1900,Rowing,Rowing,Gerhard Oswald Lotsy,NED,Men,four-oared shell with coxswain (4-) men,Silver,0.0,1.0,0.0
396,Paris (1900),1900,Rowing,Rowing,Paulus Jan Lotsy,NED,Men,four-oared shell with coxswain (4-) men,Silver,0.0,1.0,0.0
397,Paris (1900),1900,Rowing,Rowing,Georges Lumpp,FRA,Men,four-oared shell with coxswain (4-) men,Silver,0.0,1.0,0.0
398,Paris (1900),1900,Rowing,Rowing,Charles Perrin,FRA,Men,four-oared shell with coxswain (4-) men,Silver,0.0,1.0,0.0
399,Paris (1900),1900,Rowing,Rowing,Daniel Soubeyran,FRA,Men,four-oared shell with coxswain (4-) men,Silver,0.0,1.0,0.0
400,Paris (1900),1900,Rowing,Rowing,Johannes Hester Lambertus Terwogt,NED,Men,four-oared shell with coxswain (4-) men,Silver,0.0,1.0,0.0
401,Paris (1900),1900,Rowing,Rowing,Emile Wegelin,FRA,Men,four-oared shell with coxswain (4-) men,Silver,0.0,1.0,0.0
402,Paris (1900),1900,Rowing,Rowing,Wilhelm Carstens,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
403,Paris (1900),1900,Rowing,Rowing,Ernst Felle,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
404,Paris (1900),1900,Rowing,Rowing,Otto Fickeisen,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
405,Paris (1900),1900,Rowing,Rowing,Julius KÃƒÂ¶rner,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
406,Paris (1900),1900,Rowing,Rowing,Franz KrÃƒÂ¶werath,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
407,Paris (1900),1900,Rowing,Rowing,Carl Lehle,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
408,Paris (1900),1900,Rowing,Rowing,Adolf MÃƒÂ¶ller,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
409,Paris (1900),1900,Rowing,Rowing,Gustav Adolf Moths,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
410,Paris (1900),1900,Rowing,Rowing,Hugo RÃƒÂ¼ster,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
411,Paris (1900),1900,Rowing,Rowing,Hermann Wilker,GER,Men,four-oared shell with coxswain (4-) men,Bronze,0.0,0.0,1.0
412,Paris (1900),1900,Football,Football,Claude Percy Buckenham,GBR,Men,football men,Gold,1.0,0.0,0.0
413,Paris (1900),1900,Football,Football,T.E. Burridge,GBR,Men,football men,Gold,1.0,0.0,0.0
414,Paris (1900),1900,Football,Football,Alfred Ernest Chalk,GBR,Men,football men,Gold,1.0,0.0,0.0
415,Paris (1900),1900,Football,Football,William Sullivan Grosling,GBR,Men,football men,Gold,1.0,0.0,0.0
416,Paris (1900),1900,Football,Football,A. Haslam,GBR,Men,football men,Gold,1.0,0.0,0.0
417,Paris (1900),1900,Football,Football,J.H. Jones,GBR,Men,football men,Gold,1.0,0.0,0.0
418,Paris (1900),1900,Football,Football,J. Nicholas,GBR,Men,football men,Gold,1.0,0.0,0.0
419,Paris (1900),1900,Football,Football,William Francis Quash,GBR,Men,football men,Gold,1.0,0.0,0.0
420,Paris (1900),1900,Football,Football,F.G. Spackman,GBR,Men,football men,Gold,1.0,0.0,0.0
421,Paris (1900),1900,Football,Football,R.R. Turner,GBR,Men,football men,Gold,1.0,0.0,0.0
422,Paris (1900),1900,Football,Football,James Edward Zealley,GBR,Men,football men,Gold,1.0,0.0,0.0
423,Paris (1900),1900,Football,Football,Pierre Allemane,FRA,Men,football men,Silver,0.0,1.0,0.0
424,Paris (1900),1900,Football,Football,Bach,FRA,Men,football men,Silver,0.0,1.0,0.0
425,Paris (1900),1900,Football,Football,Jean Bloch,FRA,Men,football men,Silver,0.0,1.0,0.0
426,Paris (1900),1900,Football,Football,Fernand Canelle,FRA,Men,football men,Silver,0.0,1.0,0.0
427,Paris (1900),1900,Football,Football,Duparc,FRA,Men,football men,Silver,0.0,1.0,0.0
428,Paris (1900),1900,Football,Football,Fraysse,FRA,Men,football men,Silver,0.0,1.0,0.0
429,Paris (1900),1900,Football,Football,Gaillard,FRA,Men,football men,Silver,0.0,1.0,0.0
430,Paris (1900),1900,Football,Football,RenÃƒÂ© Garnier,FRA,Men,football men,Silver,0.0,1.0,0.0
431,Paris (1900),1900,Football,Football,Grandjean,FRA,Men,football men,Silver,0.0,1.0,0.0
432,Paris (1900),1900,Football,Football,Huteau,FRA,Men,football men,Silver,0.0,1.0,0.0
433,Paris (1900),1900,Football,Football,Lambert,FRA,Men,football men,Silver,0.0,1.0,0.0
